time,in1,in2,cal_time
-30,0.500817306223411,0.423660046561823,13.3886837
-28,0.486258838669937,0.488908354052408,13.1584608
-26,0.549548511310939,0.0854875426336429,8.8541558
-24,0.274550602179768,0.777539659316762,10.3762383
-22,0.827033275297517,0.420610714814572,12.6829889
-20,0.59601698752851,0.242719995981957,7.5474291
-18,0.366329850214233,0.875050806375139,12.9060202
-16,0.61116256090646,0.122839971201166,6.7444808
-14,0.474055228459252,0.513693746643459,7.8618812
-12,0.508787283707976,0.423140203825986,7.0027865
-10,0.508724699340323,0.416305276369613,7.6693706
-8,0.498395386540179,0.424303338525019,8.3845446
-6,0.494363116242084,0.41468620077109,5.4800142
-4,0.494294529254254,0.413526730491628,5.0148822
-2,0.496161259738385,0.413883557438386,5.3489249
0,0.497773757928563,0.420685480153766,6.7187533
2,0.497852564946818,0.42082448934314,6.5480832
4,0.497231005480797,0.415793230021903,6.3953676
6,0.493330506585308,0.411840132898931,6.2158833
8,0.488541816361672,0.40705144295254,6.6479121
10,0.48494203234443,0.397432769507613,6.646801
12,0.480039763108972,0.393074126159516,8.8654035
14,0.475793913662511,0.39089822868949,3.9946723
16,0.471400278264324,0.394045607599797,6.2848967
18,0.462190490624075,0.41571196547477,7.8088232
20,0.476129146361164,0.348284520021968,8.4546942
22,0.453415834788607,0.387185964531117,5.8970657
24,0.447811046942473,0.369146818002944,6.9132224
26,0.446066638924259,0.34861830036274,5.7974168
28,0.436698661253397,0.358236025408607,6.2111059
30,0.434884481740509,0.347402838715718,8.4476886
32,0.431019486334979,0.347419449458575,6.9460068
34,0.427602133835533,0.34774660042935,7.9396588
36,0.427697829250599,0.347289879826996,3.6571185
38,0.427852498588522,0.346931439455814,9.652401
40,0.428259370689027,0.345227460312169,6.4995425
42,0.4271173670916,0.347268516419687,5.8670852
44,0.425455917160959,0.349309977144123,8.865341
46,0.427818873659529,0.341130711054363,7.0839846
48,0.426042398305681,0.344504935339815,7.3769915
50,0.425155792942632,0.347918769709734,0.6738252
52,0.427249526807149,0.344282400675209,0.5923839
54,0.427338366025318,0.349676150056275,7.6605752
56,0.430298834078097,0.348463274473644,9.0221914
58,0.430474856397081,0.348324953765238,1.2033987
60,0.429457441505378,0.360428888144496,9.6504725
62,0.433885692827837,0.35749599300717,7.0247232
64,0.441631885178067,0.347259400896199,5.012118
66,0.439111163174092,0.367506562548788,1.013077
68,0.442980042140973,0.368257900637678,10.8618179
70,0.447870589548531,0.365740536254751,2.7040808
72,0.44701535264644,0.382523004481759,10.0721462
74,0.457983326595536,0.356916528892975,0.7425462
76,0.451865086758198,0.384234472637931,0.813934
78,0.455949468728938,0.375940926136042,2.5525067
80,0.45596993790406,0.388023966277848,12.0415861
82,0.462020580149564,0.380406949204098,7.5615278
84,0.46542610632163,0.382132405192786,5.3731636
86,0.466801504783303,0.386214343485427,1.5258029
88,0.468626487135623,0.390665102467568,7.3515305
90,0.471721425650687,0.392133569902155,6.0671429
92,0.475145192169135,0.393514165057212,5.6303479
94,0.47773602722714,0.397767900324515,6.3026081
96,0.479630960771694,0.402082840681105,3.7305521
98,0.482487975427802,0.4017757642348,4.9093465
100,0.485482455696329,0.403737182002166,12.1246869
102,0.487767569746471,0.408020654029824,6.2820272
104,0.491203134274011,0.411992319099219,6.8139068
106,0.494922557711484,0.415932246887959,7.0571918
108,0.49767695229194,0.419936860868944,2.7296344
110,0.502058054534831,0.418916106005537,9.044021
112,0.502523644837803,0.434706949170001,6.0459178
114,0.510718398998329,0.423114706955573,6.8564848
116,0.5144224279767,0.426915347034399,5.3004693
118,0.515027492995842,0.443223766697904,6.1549592
120,0.520775363828173,0.441710917176232,5.9584532
122,0.525532386280129,0.445613088863818,7.701989
124,0.529435161004906,0.449563883951344,5.6018922
126,0.532809915626062,0.453264296287266,6.1857682
128,0.536216513071903,0.45700524148811,6.4796134
130,0.539851573815278,0.45904021771285,6.6482944
132,0.54278353545012,0.462720218802331,6.325617
134,0.545918617847402,0.4646266081119,6.3453874
136,0.548244859533134,0.46845747274134,5.9129225
138,0.550448544974039,0.472319469766374,5.8781666
140,0.553169993257201,0.471864548073739,0.8105585
142,0.553901493232886,0.476550454290014,1.1343859
144,0.555691878358876,0.477566647871279,10.5274131
146,0.558965730487081,0.477279369453153,7.0531327
148,0.561253464508053,0.480994327483672,5.9890218
150,0.564694278584348,0.484624996575533,5.8899099
152,0.568337376462369,0.488470056815606,6.0580058
154,0.572136638977898,0.491888756611413,6.6537989
156,0.576124121574721,0.495786116274136,6.1028698
158,0.580042424597207,0.499766074609732,6.3811448
160,0.584085972922949,0.503856497744899,6.3013143
162,0.58834962758947,0.507970777754276,6.2649271
164,0.591891072839094,0.51200336884011,0.6424342
166,0.594811125352827,0.519841705120238,5.9929352
168,0.600086554373588,0.5220577367023,7.0329997
170,0.604822501371149,0.517287648106855,1.3971248
172,0.607921145651178,0.549008413442444,10.5171713
174,0.61458767284868,0.534319611491229,4.2557074
176,0.621146014549821,0.533778371703729,6.3255552
178,0.625021650900872,0.559836539755798,6.354
180,0.63092215537883,0.553920992810293,6.2980443
182,0.635886154573494,0.558884575496141,5.8049879
184,0.641238603541753,0.557969990931017,6.5092714
186,0.646447243367751,0.577232510932436,6.7022633
188,0.649632235328129,0.567615942320737,4.3639039
190,0.652544256053573,0.572499096053019,2.6224256
192,0.65759157381857,0.577479543445864,6.3020736
194,0.661144436382024,0.576185094115235,6.002383
196,0.663034508565024,0.592434644783241,0.906364
198,0.666587329770091,0.582817973872139,4.8600295
200,0.669134249949494,0.58820353705949,5.4402884
202,0.672588591707437,0.592051984431325,6.1051193
204,0.675528633180509,0.597073792511665,6.2891805
206,0.675578741334564,0.596616895234827,7.5433713
208,0.67775224715486,0.596574605750102,4.756695
210,0.679557236537503,0.600619780639424,4.9113761
212,0.680704301896032,0.598486732900744,4.6410171
214,0.681367178024098,0.602457015152792,4.9889474
216,0.681420195081556,0.602234823869306,6.5607716
218,0.682039609993118,0.607498168187713,5.8958387
220,0.68336823032467,0.597891189224555,5.1409554
222,0.684197924562571,0.60436651810319,10.1740396
224,0.685193274464052,0.602469604916963,1.4699041
226,0.685204028750404,0.601595693167686,6.2393381
228,0.684930530624193,0.607266673122977,4.7523732
230,0.68517268923831,0.602626015890313,6.8525233
232,0.685317572576182,0.607438342641779,0.966293
234,0.685397552956195,0.604074509259973,2.1785932
236,0.684639507327158,0.605640025527947,7.594696
238,0.6842154268777,0.606395955638707,5.4779336
240,0.682313096068736,0.601529175458784,5.7223203
242,0.682253227583673,0.601985318163475,5.7641054
244,0.680126936578314,0.60506726032713,6.0350546
246,0.677940879346329,0.58478081186151,5.2167069
248,0.676835654834293,0.599469329713466,6.4794473
250,0.674705232290379,0.598253545079675,4.9751709
252,0.670107996959984,0.581817771421027,2.0147795
254,0.667602821938015,0.58878629145279,4.8524296
256,0.666651528290499,0.591496035220711,1.806897
258,0.663074868717105,0.563988067966423,6.446188
260,0.660165931380908,0.584516719487538,3.6480206
262,0.65774384660275,0.565237433236261,6.2547383
264,0.6531357730669,0.574854831031804,5.6091952
266,0.649781648978779,0.570468527903737,5.1228344
268,0.646338581588358,0.566289518262574,5.8788321
270,0.643317562425411,0.562419174035674,5.4077765
272,0.641178167917412,0.558767971439171,3.9997082
274,0.639438787811476,0.555204653780056,4.7001159
276,0.636914063364262,0.558750573510388,1.3345015
278,0.638108379228227,0.548249500883773,8.3215475
280,0.634826008067737,0.543068800003913,10.7907395
282,0.630348062661025,0.557757073082144,5.7176902
284,0.627834369337967,0.537228685751203,6.3541618
286,0.621698438675661,0.551917444210537,6.1627964
288,0.618043202892029,0.531389159431384,3.8027093
290,0.614181302935208,0.530747859412689,6.0451584
292,0.610148146109613,0.526912747250431,4.8830715
294,0.606058775740104,0.52523053178627,5.4811004
296,0.60402034665135,0.521379922588159,6.8895425
298,0.601741371356736,0.517687419916014,7.4922914
300,0.598402805718061,0.516842233090184,7.9348245
302,0.598536785517977,0.516456773542658,7.2889328
304,0.595342439437744,0.514319693023472,6.7653991
306,0.592349410521673,0.52393647013501,5.9109957
308,0.594512578521137,0.503407985951293,2.426675
310,0.590518762275227,0.511307428403138,6.8865731
312,0.589817982736114,0.50603162392347,5.5784484
314,0.588034907488689,0.508072909812754,6.1417389
316,0.587312663869386,0.509463423331574,5.5914346
318,0.587854884404439,0.503044696033616,7.8830897
320,0.58626412227313,0.505198212897424,1.9177876
322,0.586138740375098,0.505389427662824,6.6760883
324,0.586119700052394,0.505320658988759,6.7182016
326,0.586531082594446,0.502171225473142,5.4247306
328,0.585602827035665,0.507411486275644,5.9500655
330,0.585771799009472,0.504358269005957,4.879591
332,0.58567913364936,0.504495177808481,4.7027537
334,0.585781472388549,0.503754067207307,5.6964933
336,0.585366108341639,0.504848655674617,3.9691792
338,0.585522214322158,0.504574694069086,6.1151225
340,0.585427943748073,0.504705854978251,6.6629863
342,0.58543954953187,0.50466370344249,6.4355524
344,0.58510763534076,0.505380108530972,4.0410506
346,0.585527352692,0.503115178961914,3.3539676
348,0.585111002214311,0.504861392554671,2.5533942
350,0.584923625609298,0.505426239356661,7.0126975
352,0.585380338418707,0.504542485131024,4.2861999
354,0.586645871766425,0.502500963184624,7.6476268
356,0.587072685453786,0.50588066431619,5.5835947
358,0.588233428768028,0.509018402608654,4.6500285
360,0.589930620265687,0.512672428945639,4.8832453
362,0.591766686270387,0.51562113863068,8.1494997
364,0.594717741678129,0.511228323726789,5.6582257
