time,regd,power,heatflow,pressure,in1,in2
1504,1.065028,1.06806578321843,1.68661714704171,-12.2863654854396,0.536198218621115,0.456001263040668
1504.1758215642,1.065028,1.07113438557263,1.68666508826773,-12.2845619857775,0.53767755779203,0.457375399553534
1504.40238888865,1.065028,1.07507972737356,1.6867075615259,-12.2821269378853,0.539580546039068,0.459153325626063
1504.60072067867,1.065028,1.0785239603847,1.68673036422286,-12.2798928156952,0.54123983749789,0.460714098538838
1504.82080225896,1.065028,1.08233473741624,1.68674357877848,-12.2773017240914,0.543066685321956,0.462445256295673
1505.00373435318,1.065028,1.08549282723508,1.68674725223956,-12.2750585150486,0.544571862902698,0.463883193663129
1505.25014904788,1.065028,1.08973238295507,1.68674484677207,-12.271908821072,0.546584469745765,0.465825247813781
1505.44985792925,1.065028,1.09315492318892,1.68673882835893,-12.2692486294539,0.548204675027324,0.467407258937191
1505.64302004328,1.065028,1.09645206199022,1.68673101527826,-12.2665842946016,0.549757458618789,0.468941269067523
1505.83131564282,1.065028,1.09965130849197,1.68672246590849,-12.2639008269554,0.551250006234154,0.470434567601092
1506,1.099776,1.10250232466366,1.68671455324402,-12.2614248011981,0.552568669180416,0.471760586709467
1506.15915967193,1.099776,1.10517653965447,1.68670712824329,-12.2590265103774,0.553805705600041,0.472982928957796
1506.31831934387,1.099776,1.10783217946622,1.68669989820676,-12.2565684386508,0.555028158103098,0.474189837011067
1506.6011432851,1.099776,1.11249372454389,1.68668796721479,-12.2520547873781,0.557159429699943,0.476291333453427
1506.82800557013,1.099776,1.11616636847725,1.68667967405912,-12.2483016091298,0.558822161446664,0.477928141741662
1507.06830388796,1.099776,1.11997665921485,1.68667257390184,-12.2442001705372,0.560528503023294,0.479605001387034
1507.29362197667,1.099776,1.12346179881453,1.68666785252602,-12.240239582942,0.562074123719209,0.48112105955132
1507.55426493173,1.099776,1.12737256769037,1.68666516090957,-12.2355235922885,0.563796674426852,0.48280707289029
1507.77163740874,1.099776,1.13052514631834,1.68666551137584,-12.2314837575732,0.565178616463822,0.484156613561631
1508,1.13122,1.13372350614038,1.68666871953561,-12.2271387212087,0.566574966836107,0.485518425105037
1508.23043399717,1.13122,1.13682970903005,1.68667517919997,-12.2226531519386,0.567925646486227,0.486840629002252
1508.48646707844,1.13122,1.14013955357507,1.6866864185901,-12.2175547913787,0.569368767414237,0.488255785051491
1508.7080913096,1.13122,1.14288979070927,1.6866997262868,-12.2130480070147,0.570577296237364,0.489443813438893
1508.94524539445,1.13122,1.14572445408853,1.6867176703597,-12.2081326606638,0.571834559978095,0.490683600207433
1509.20077558516,1.13122,1.14866894242162,1.68674119527154,-12.20273258083,0.573155769307722,0.491991945874021
1509.43279733862,1.13122,1.1512612973709,1.68676612306565,-12.1977386410416,0.574338008339912,0.493168650475166
1509.69577312839,1.13122,1.1541303092707,1.6867981068531,-12.1919764897039,0.575675504720181,0.494507940111108
1509.9221161219,1.13122,1.15656301909787,1.68682839115543,-12.1869313411174,0.576835838827575,0.495677541776905
1510,1.16166,1.15739626962171,1.68683931576009,-12.1851770565047,0.577231816618698,0.49609837266375
1510.1376123437,1.16166,1.15886781512314,1.68685914638196,-12.1820545085436,0.57792414819164,0.49687663017883
1510.2752246874,1.16166,1.16034271123759,1.68687946768634,-12.1789024712075,0.578619557052392,0.497685881114303
1510.44399674535,1.16166,1.16216346487497,1.68690453625561,-12.1749959019615,0.579480713494795,0.498727399472752
1510.62726137263,1.16166,1.16416518953031,1.68693086955568,-12.1707019032763,0.580428018765847,0.499925156143748
1510.85651581433,1.16166,1.16672108112892,1.68695995173787,-12.165251810265,0.581627303037962,0.501524640042906
1511.07066318626,1.16166,1.16917521411008,1.68697964053096,-12.1600790593203,0.582756249258845,0.503122446623446
1511.2687534918,1.16166,1.17151244500093,1.68698749103454,-12.1552210099216,0.583806211613538,0.504695021334674
1511.46534936101,1.16166,1.17390097656998,1.68698119342828,-12.1503274250924,0.584852334350968,0.506351066462196
1511.66194523021,1.16166,1.1763589992308,1.68695610709946,-12.1453592259721,0.585895364955952,0.508101753905396
1511.87723038727,1.16166,1.1791255304994,1.68690070584811,-12.1398299372962,0.587015650259004,0.51011746303314
1512,1.168504,1.18073372255706,1.68685313133761,-12.1366339982608,0.587658961994193,0.511260330403765
1512.10658535126,1.168504,1.18214451242869,1.68680087529049,-12.1338336928751,0.588248412473648,0.512182852007704
1512.21317070252,1.168504,1.18356573775399,1.68673737590705,-12.1310094118622,0.588834383472353,0.513085498012246
1512.34174856005,1.168504,1.18528906704291,1.68664455125822,-12.1275705040524,0.589531293104373,0.514140670718545
1512.48596794752,1.168504,1.18722527487387,1.6865177971942,-12.1236720669291,0.590296471517271,0.51527386841181
1512.67047399886,1.168504,1.18969021241422,1.68631852571273,-12.1186221695196,0.591250887581775,0.516641263887612
1512.84975466749,1.168504,1.19205017182554,1.68608320066031,-12.1136498950639,0.592154947229357,0.517877241227039
1513.00338549941,1.168504,1.19402645462541,1.685848117767,-12.1093394544791,0.592907864306175,0.51885416915023
1513.18664509137,1.168504,1.19630588352823,1.68552737161462,-12.1041403568743,0.593765595450283,0.519898549283776
1513.37259774594,1.168504,1.19850754864457,1.68515810802306,-12.0988044319041,0.594573314749452,0.5207970486592
1513.52793236046,1.168504,1.2002430240862,1.68481738660248,-12.0943036222534,0.595193904299548,0.521410021483261
1513.7087377801,1.168504,1.20212624218782,1.6843864999807,-12.089019283393,0.595860885554048,0.52196375952554
1513.90265077412,1.168504,1.20396445984412,1.68388774318867,-12.0833032486258,0.59652648945159,0.522372086386026
1514,1.209176,1.20481170052053,1.68362491688405,-12.0804167744252,0.596818225684577,0.522557188347639
1514.10529235214,1.209176,1.20566919185405,1.6833326484828,-12.0772833616433,0.597077119966594,0.522789399061059
1514.21058470427,1.209176,1.20646466663644,1.68303321024875,-12.0741389588886,0.59730937731908,0.523002498536846
1514.34168471276,1.209176,1.20736817496142,1.68265202227959,-12.0702097582949,0.59756332977521,0.523243944528689
1514.49651385711,1.209176,1.20831232802875,1.68219241573214,-12.0655512226986,0.597812953544047,0.523496451054206
1514.67390892607,1.209176,1.20923532260118,1.68165685926244,-12.0601925158845,0.598029474100943,0.523742211228975
1514.85130399503,1.209176,1.20999761279392,1.68111543386647,-12.0548145012843,0.598172361059099,0.523945109316604
1515.02106924807,1.209176,1.2105878340022,1.68059485459069,-12.0496528109884,0.598248880051296,0.524111051132559
1515.19983883774,1.209176,1.21107626660763,1.6800467569562,-12.0442045354573,0.598281303802002,0.524275069580745
1515.3786084274,1.209176,1.2114443870308,1.67950092267779,-12.0387457767483,0.598277994143927,0.524445703708421
1515.5485785154,1.209176,1.21169875351033,1.67898553174247,-12.0335479065602,0.598246255511616,0.524622512826822
1515.73190120096,1.209176,1.2118864663406,1.67843458728597,-12.0279347081587,0.598178187812883,0.524831083393503
1515.91522388652,1.209176,1.21200250136153,1.6778892075104,-12.0223154418295,0.598072563994704,0.525060780626227
1516,1.239356,1.21203682788172,1.67763885257342,-12.0197150745725,0.598025177805666,0.525151996656789
1516.12009028318,1.239356,1.21206871762382,1.67728605920515,-12.0160297969489,0.597971317438364,0.525251080048141
1516.24018056637,1.239356,1.21208469181251,1.67693524015239,-12.0123427782856,0.597917775897679,0.525345302586395
1516.40537213592,1.239356,1.21208740489609,1.67645555219051,-12.0072686692908,0.59784702703076,0.525468786401305
1516.61668634185,1.239356,1.212070326504,1.67584625184734,-12.000774501517,0.597765972852827,0.525619728995727
