time,in1,in2,cal_time
-180,0.499190648909805,0.418540028666034,0.1821191
-178,0.499148962794333,0.418635643585923,0.2208428
-176,0.499086719098907,0.418691764088143,0.1816065
-174,0.49905302017327,0.418761195118845,0.180951
-172,0.499028002992586,0.4188276864288,0.1581607
-170,0.498996449709243,0.41887847252133,0.1931358
-168,0.498973719761748,0.418930265055386,0.1973328
-166,0.498951733751569,0.418975697988299,0.2098286
-164,0.498930411196594,0.419015179543418,0.1569651
-162,0.498914339228317,0.419053780635034,0.1864164
-160,0.498899924145327,0.419088440981796,0.1670452
-158,0.498887176329342,0.41911972607558,0.1615061
-156,0.498876313444551,0.419148386505135,0.1355274
-154,0.498865906858488,0.419173476128987,0.1504123
-152,0.498856354299336,0.419195816840695,0.1626261
-150,0.498847843636548,0.419215967475761,0.1837139
-148,0.498840164580405,0.419234045032215,0.1758788
-146,0.498833475645854,0.419250500229071,0.1631819
-144,0.498827606508157,0.419265425784191,0.1681281
-142,0.498822320090365,0.419278822120439,0.1843123
-140,0.498817546773359,0.419290833904156,0.1616603
-138,0.498813192232713,0.419301559745294,0.1468684
-136,0.498809231060378,0.419311147623382,0.1594641
-134,0.498805681356152,0.419319771308986,0.1485121
-132,0.498802516926257,0.419327544350159,0.1334671
-130,0.498799701592021,0.419334556048089,0.1713606
-128,0.498797189025428,0.419340872786866,0.1459423
-126,0.498794926982246,0.419346543545887,0.1581138
-124,0.498792881658092,0.419351625550253,0.143342
-122,0.498791032881461,0.419356180383604,0.1514409
-120,0.498789367096245,0.419360267722749,0.1340069
-118,0.498787873550527,0.419363943511465,0.1447254
-116,0.498786537994001,0.419367252085094,0.1613703
-114,0.498785343979419,0.419370225846848,0.1528932
-112,0.498784273702476,0.419372896706997,0.1560507
-110,0.498783310145813,0.419375295015829,0.1423911
-108,0.498782442339109,0.419377445215742,0.1492561
-106,0.498781664234563,0.419379367467908,0.1484261
-104,0.498780959498825,0.419381105763519,0.1489814
-102,0.498780346490806,0.419382626297685,0.1387227
-100,0.498779775919479,0.419384033577714,0.151056
-98,0.498779271317187,0.419385290387033,0.1425677
-96,0.498778810394717,0.419386428900408,0.1386775
-94,0.498778399774059,0.419387446375512,0.1592768
-92,0.498778029734611,0.419388363639726,0.1637798
-90,0.498777697218771,0.419389186987435,0.1373324
-88,0.498777399087816,0.419389926140546,0.1560467
-86,0.498777149988442,0.419390546802783,0.1651558
-84,0.498776912520577,0.419391128977842,0.1430617
-82,0.498776698729811,0.419391660183693,0.1599106
-80,0.498776503432525,0.419392139413123,0.1529608
-78,0.498776327126243,0.419392573761722,0.1433123
-76,0.498776169009453,0.419392967932011,0.1379168
-74,0.498776025967527,0.419393324175879,0.1525493
-72,0.498775897021931,0.419393646128751,0.1535095
-70,0.498775782520898,0.419393932055355,0.1645576
-68,0.498775679722799,0.419394186795458,0.1456867
-66,0.498775587613418,0.41939441480411,0.156957
-64,0.498775505117006,0.419394618577446,0.1583776
-62,0.498775431326792,0.41939480061645,0.1437447
-60,0.498775365567211,0.419394963339667,0.1572802
-58,0.498775306925856,0.419395108620829,0.1548058
-56,0.498775254604,0.419395238255511,0.1338773
-54,0.498775207916983,0.419395353857761,0.1668084
-52,0.49877516623559,0.419395456842515,0.1511697
-50,0.498775129058574,0.419395548563675,0.1683268
-48,0.498775095934607,0.419395630255492,0.1291042
-46,0.498775066400293,0.419395703112587,0.142222
-44,0.498775032036031,0.419395786575337,0.1456764
-42,0.498775012313987,0.419395838979401,0.1502736
-40,0.49877499172376,0.419395886967972,0.1332382
-38,0.498774965186877,0.419395953566652,0.1407983
-36,0.498774967635808,0.419395952942275,0.1639478
-34,0.49877494835405,0.419395989748537,0.136923
-32,0.498774929637819,0.419396041631352,0.1499505
-30,0.498774932156634,0.419396032996972,0.1416795
-28,0.49877493249769,0.419396026935467,0.1392654
-26,0.498774935219119,0.419396025890643,0.1599124
-24,0.498774934597013,0.419396021650404,0.1441899
-22,0.498774935359712,0.419396020033418,0.1348007
-20,0.498774935424032,0.41939601731052,0.1507988
-18,0.4987749366823,0.419396015875595,0.1512574
-16,0.498774937796212,0.419396013494638,0.1771817
-14,0.498774939252102,0.419396011321285,0.1465449
-12,0.498774940306406,0.419396008622188,0.1545632
-10,0.498772593448354,0.41939365838394,0.1453667
-8,0.49877924287237,0.419400390491269,0.1589702
-6,0.498773530573192,0.419394750562823,0.1494667
-4,0.498792885013135,0.419414167314705,0.14601
-2,0.499262576283242,0.419883912812129,0.1664627
0,0.499286842525628,0.419908227142149,0.1775319
2,0.49880986798552,0.419431295870595,0.1892087
4,0.497657561886111,0.418279028943001,0.1580269
6,0.495115700213372,0.415737202719013,0.1524929
8,0.491918458674016,0.412539993156609,0.1384275
10,0.487941239831115,0.408562803068391,0.1466635
12,0.483209493709859,0.403831082757598,0.1432437
14,0.478170512433717,0.398792124639101,0.1460288
16,0.47267429915121,0.393295932142067,0.159918
18,0.466934768146607,0.387556419805015,0.1604031
20,0.461090928097011,0.381712596528416,0.1800272
22,0.455084206873907,0.375705890378905,0.1563529
24,0.449056142208804,0.369677839260038,0.1831343
26,0.443647145104276,0.364268854327951,0.1551181
28,0.438567392843707,0.359189113004276,0.1438968
30,0.434074753797751,0.354696483784525,0.1461266
32,0.430290632022951,0.350912370837914,0.1429935
34,0.426958983542737,0.347580730289336,0.1689201
36,0.42422313738505,0.344844891257919,0.1555393
38,0.421721024154074,0.342342784429714,0.156597
40,0.419934317418605,0.340556083447007,0.1542525
42,0.418617781875555,0.339239553072698,0.1503521
44,0.417842831417101,0.338464607258245,0.140389
46,0.417981657916606,0.338603437930272,0.133549
48,0.418704971237281,0.339326754999855,0.1517152
50,0.420164339574351,0.340786126705228,0.1614239
52,0.421902904455833,0.342524694613058,0.1617355
54,0.4238876342214,0.344509427097743,0.1733898
56,0.426060804891865,0.346682600211299,0.1783527
58,0.428323780945581,0.348945578460116,0.1450018
60,0.431047207687331,0.351669007174167,0.1475776
62,0.434023807589217,0.35464560884819,0.1639525
64,0.437369919425958,0.357991722277239,0.1471519
66,0.440816573688847,0.361438377970884,0.1396478
68,0.443369399519083,0.363991205086762,0.1474169
70,0.446258051953519,0.366879858676498,0.1457888
72,0.448792901093896,0.369414708855097,0.1459258
74,0.451716840064721,0.372338648758994,0.1656773
76,0.454745131532417,0.375366941065325,0.1444315
78,0.457444680612236,0.378066490898977,0.1538277
80,0.46014690379124,0.380768714755678,0.1460298
82,0.462756151896261,0.383377963470021,0.1617225
84,0.465353429765448,0.385975241887128,0.1438415
86,0.467842638904711,0.388464451519189,0.1311269
88,0.470185361678069,0.390807174735885,0.1738397
90,0.472374002897399,0.392995816354202,0.1426566
92,0.474490926383609,0.395112740199716,0.1509178
94,0.476575178621327,0.39719699276131,0.1656558
96,0.479007250887375,0.399629065319593,0.1494875
98,0.481629932070518,0.402251746766696,0.153004
100,0.484547990707225,0.405169805642157,0.1354761
102,0.487613367997262,0.408235183148262,0.1399416
104,0.490736154641214,0.411357969988055,0.1559717
106,0.493955350028677,0.414577165553414,0.1451131
108,0.497207968034025,0.41782978372091,0.1368216
110,0.500501435704456,0.421123251539942,0.1415514
112,0.504088381957186,0.424710197902874,0.1365327
114,0.507817078756627,0.428438894801754,0.1623429
116,0.511748708920605,0.432370525055742,0.1568194
118,0.51580869435393,0.436430510570409,0.1553268
120,0.519976487332426,0.440598303622181,0.1563452
122,0.524233626991747,0.444855443347346,0.1532457
124,0.528585727999194,0.449207544413887,0.1500611
126,0.532960153403571,0.453581969871297,0.1687352
128,0.536767954683695,0.457389771199037,0.1431091
130,0.540327238998399,0.460949055556516,0.1429303
132,0.543512193262475,0.464134009859029,0.1453367
134,0.546382849970791,0.467004666601888,0.1513353
