time,regd,power,heatflow,pressure
-30,1,1.00000001447924,1.6866653236463,0
-29.975,1,1.00000000948155,1.68666535758263,-3.73802755415653e-09
-29.95,1,0.999999994563994,1.68666539144435,-9.99127382217413e-09
-29.9036575364343,1,0.999999941291741,1.68666545614826,-3.26787852333865e-08
-29.853217218715,1,0.999999847377434,1.68666553461184,-7.67232386650329e-08
-29.7883863335695,1,0.999999678309308,1.68666565875329,-1.62988852511758e-07
-29.6838442124015,1,0.999999332699713,1.68666594568979,-3.64136436864504e-07
-29.5961300058639,1,0.999999054320693,1.68666629725582,-5.81602805777015e-07
-29.5105740405735,1,0.999998907093687,1.68666675752924,-8.27774034886652e-07
-29.4217756373244,1,0.999999019371845,1.68666737141711,-1.11189835740044e-06
-29.3264692381057,1,0.999999585320506,1.68666819505115,-1.44277572042273e-06
-29.2153594520241,1,1.00000094151826,1.68666937903204,-1.85505096970962e-06
-29.1170757698714,1,1.00000272157405,1.68667063010572,-2.23820794886809e-06
-29.0187920877188,1,1.00000483328179,1.68667207168129,-2.63477524536926e-06
-28.9261056689607,1,1.00000682018251,1.68667360268294,-3.01841013931881e-06
-28.8309700172481,1,1.00000848931336,1.6866753426007,-3.41985823661128e-06
-28.724778081476,1,1.00000949746938,1.6866774789329,-3.87515402536232e-06
-28.6178728451761,1,1.00000931388518,1.68667982703408,-4.33944027274091e-06
-28.5109676088761,1,1.00000791453993,1.68668236229659,-4.80828554157153e-06
-28.4170045582878,1,1.00000591697304,1.68668473597646,-5.22328227606228e-06
-28.3229210051049,1,1.00000358273775,1.68668724038229,-5.64094379895685e-06
-28.2212073410654,1,1.0000011989278,1.68669008198809,-6.09436367957072e-06
-28.0887372064355,1,0.999999142897867,1.68669397463614,-6.68712988957654e-06
-28,1,0.999998764483245,1.68669669294702,-7.0852858785192e-06
-27.9760925692129,1,0.999998812013128,1.68669743922357,-7.18782315393962e-06
-27.9521851384257,1,0.999998921883859,1.68669818889143,-7.26577460589961e-06
-27.9224440560408,1,0.999999145427406,1.68669911847402,-7.30690513733867e-06
-27.8893425048784,1,0.99999951079802,1.68670013423439,-7.2650193725099e-06
-27.8506888789338,1,1.00000010333963,1.68670126960063,-7.09195680008434e-06
-27.802850427222,1,1.00000110640233,1.68670255414899,-6.69598902715285e-06
-27.7459739220878,1,1.0000027128486,1.6867038360613,-5.98263410972466e-06
-27.6890974169535,1,1.00000475410007,1.68670477433215,-5.03416711819527e-06
-27.6353161321431,1,1.00000700123002,1.68670528311545,-3.9476963986651e-06
-27.5808514392061,1,1.0000094313974,1.68670537312332,-2.68323862251396e-06
-27.524866133131,1,1.00001184923356,1.68670497678795,-1.23312105845819e-06
-27.4665706737438,1,1.00001395020993,1.68670399942436,4.17653527040596e-07
-27.4045645724822,1,1.00001529974968,1.6867022930681,2.30968482445304e-06
-27.3355562917696,1,1.00001521559735,1.68669955269072,4.55640370311539e-06
-27.2472892107275,1,1.00001200047184,1.68669471663774,7.6106943369264e-06
-27.1701553332196,1,1.00000609590961,1.68668924641754,1.04162845161182e-05
-27.1068438373742,1,0.99999929188466,1.68668388482521,1.27976844133959e-05
-27.0467579838176,1,0.999991616319597,1.68667807199152,1.51131558717016e-05
-26.9868685618368,1,0.99998334005149,1.68667158203237,1.7467136267546e-05
-26.925521190061,1,0.999974911072858,1.68666422254982,1.99194313256906e-05
-26.860614612588,1,0.999966900375839,1.68665566521964,2.25526997611608e-05
-26.7875248224409,1,0.999960079073604,1.6866451007711,2.55583183416397e-05
-26.7129087152149,1,0.999956554763506,1.68663332867642,2.86636534639756e-05
-26.6382926079888,1,0.999957177745037,1.68662059108677,3.18000095094889e-05
-26.5746433080939,1,0.999961087916929,1.68660898831102,3.44959185637761e-05
-26.5140827077496,1,0.999967440039428,1.68659733995238,3.70758602132037e-05
-26.4538098404009,1,0.99997580974828,1.68658517772697,3.96558770962979e-05
-26.3921704854198,1,0.999985758489297,1.68657217340915,4.23053177789345e-05
-26.3271160214161,1,0.999996810456312,1.68655785136031,4.51118103578785e-05
-26.2543150014217,1,1.00000851352988,1.68654112810716,4.82630788200544e-05
-26.17698352766,1,1.00001861780352,1.68652259879214,5.16206916354595e-05
-26.0996520538982,1,1.00002498844368,1.68650332411878,5.4987032597334e-05
-26.0351749136807,1,1.00002685913255,1.68648671520118,5.77993635595686e-05
-26,1,1.00002650560683,1.68647745779857,5.93354405189483e-05
-25.9758690494102,1,1.0000257160785,1.68647102972566,6.03836665196839e-05
-25.9517380988205,1,1.00002449996619,1.68646454309733,6.14007844211145e-05
-25.9230656102444,1,1.00002252898649,1.68645677010596,6.25435090356036e-05
-25.8909888227448,1,1.00001969298489,1.6864480089258,6.37199416538142e-05
-25.8536211851582,1,1.00001562776537,1.68643774765661,6.49459139284297e-05
-25.8073415238024,1,1.00000961438015,1.6864250132672,6.6251752385213e-05
-25.7528157080058,1,1.00000144989402,1.68641006251876,6.75088924559086e-05
-25.6982898922092,1,0.999992558205973,1.68639526621841,6.84926913915446e-05
-25.6458465955815,1,0.999983814313708,1.68638126398489,6.92114769819674e-05
-25.5914999042502,1,0.999975112367948,1.68636706395658,6.97499328112527e-05
-25.5339371752691,1,0.999966941998725,1.68635243852462,7.01201619161124e-05
-25.4715774647597,1,0.999960064438892,1.68633714823595,7.03201982026613e-05
-25.4007515343841,1,0.999955631003457,1.68632056212834,7.03309275215114e-05
-25.3286124215292,1,0.999955525381464,1.68630459711322,7.01423234537452e-05
-25.2564733086743,1,0.999960145686838,1.68628963053195,6.97853872169696e-05
