time,regd,power,in1,in2,heatflow,pressure
859.741156522549,0.767504,0.771482581690397,0.344435664,0.41847,1.34774720775517,18.5920098058026
859.796963451134,0.767504,0.771570292086846,0.344435664,0.41847,1.34722311684904,18.5907177105107
859.85817337809,0.767504,0.771442908968807,0.344435664,0.41847,1.34665090684249,18.5893003774553
859.92907157114,0.767504,0.771011394104152,0.344435664,0.41847,1.34599189272136,18.5876585505941
859.990069272996,0.767504,0.77042120423692,0.344435664,0.41847,1.34542843153214,18.5862458781483
860,0.755596,0.770308420523531,0.336504936,0.41847,1.34533702437228,18.5860158790521
860.022695366667,0.755596,0.77003526060877,0.336504936,0.41847,1.34512848026652,18.5854901355818
860.045390733334,0.755596,0.769742542529023,0.336504936,0.41847,1.34492042291041,18.5849638582706
860.071706533728,0.755596,0.769381415414122,0.336504936,0.41847,1.34467974661207,18.5843525454628
860.100862019432,0.755596,0.768957112984909,0.336504936,0.41847,1.34441373656344,18.5836736213267
860.134046621758,0.755596,0.768446284571293,0.336504936,0.41847,1.34411164769538,18.5828986059081
860.172985978835,0.755596,0.767811880853613,0.336504936,0.41847,1.34375788532076,18.5819861022345
860.21798603866,0.755596,0.767034060054855,0.336504936,0.41847,1.34334970612047,18.5809276095893
860.270116967407,0.755596,0.766075573120683,0.336504936,0.41847,1.34287726812163,18.5796965081404
860.324126275774,0.755596,0.765021923008469,0.336504936,0.41847,1.34238781237152,18.5784161138034
860.376085063737,0.755596,0.763957865726925,0.336504936,0.41847,1.34191655405905,18.5771801530699
860.427690990264,0.755596,0.76286400243748,0.336504936,0.41847,1.34144782288965,18.575949021673
860.479130805953,0.755596,0.761752702463184,0.336504936,0.41847,1.3409797082399,18.5747187436742
860.529351966227,0.755596,0.760665825768609,0.336504936,0.41847,1.34052166573973,18.5735149753621
860.578349391389,0.755596,0.759622879995577,0.336504936,0.41847,1.34007371134583,18.5723383245688
860.627226737465,0.755596,0.758619405439344,0.336504936,0.41847,1.33962573573413,18.5711626311256
860.676921343532,0.755596,0.757657263691212,0.336504936,0.41847,1.3391690921505,18.5699655350595
860.728520628088,0.755596,0.75674146514936,0.336504936,0.41847,1.33869368679557,18.5687209147265
860.783810575108,0.755596,0.755877084898562,0.336504936,0.41847,1.33818288245853,18.56738564223
860.847446167696,0.755596,0.755058878444516,0.336504936,0.41847,1.33759327107198,18.5658470077602
860.907242345346,0.755596,0.754483066554226,0.336504936,0.41847,1.33703769317834,18.5643996833533
860.967038522997,0.755596,0.754106676045056,0.336504936,0.41847,1.33648077676565,18.5629510928334
861.020062500694,0.755596,0.75394244687213,0.336504936,0.41847,1.33598595653434,18.5616656449865
861.070629039979,0.755596,0.753930786646302,0.336504936,0.41847,1.33551334521172,18.5604390716363
861.120600042727,0.755596,0.75405026535993,0.336504936,0.41847,1.33504573417154,18.5592263528017
861.17106362298,0.755596,0.754290756427016,0.336504936,0.41847,1.33457307805958,18.5580011539896
861.22312296577,0.755596,0.754647791374128,0.336504936,0.41847,1.33408516696313,18.5567367241288
861.278438413181,0.755596,0.755124359427255,0.336504936,0.41847,1.33356657470672,18.5553927332811
861.340901884498,0.755596,0.755746329451935,0.336504936,0.41847,1.33298101050908,18.553874556138
861.404138715904,0.755596,0.756420784628914,0.336504936,0.41847,1.33238853059908,18.5523371067102
861.467375547309,0.755596,0.757090556544533,0.336504936,0.41847,1.33179669443892,18.550799248339
861.52133454518,0.755596,0.757621412006888,0.336504936,0.41847,1.33129243296142,18.5494867397486
861.572265667152,0.755596,0.758060925501988,0.336504936,0.41847,1.33081728019478,18.5482476776035
861.622396470153,0.755596,0.758414014504863,0.336504936,0.41847,1.33035052553391,18.5470279156325
861.672842471061,0.755596,0.758672373948837,0.336504936,0.41847,1.32988192627825,18.5458003342201
861.72466017915,0.755596,0.758822666312466,0.336504936,0.41847,1.32940188749991,18.5445392347652
861.779350378076,0.755596,0.758844943808469,0.336504936,0.41847,1.32889685347539,18.5432080935876
861.840132660774,0.755596,0.758701469449206,0.336504936,0.41847,1.32833774213145,18.5417285334203
861.910149550226,0.755596,0.758325289757972,0.336504936,0.41847,1.32769686170632,18.5400240285234
861.974642636124,0.755596,0.757802344190656,0.336504936,0.41847,1.32710987561701,18.5384538703828
862,0.743892,0.757557995974977,0.328710072,0.41847,1.32688002883046,18.5378364873945
862.022743255128,0.743892,0.757323441375761,0.328710072,0.41847,1.32667435172822,18.5372826372996
862.045486510256,0.743892,0.757076358804287,0.328710072,0.41847,1.32646911908792,18.5367282597841
862.071888888807,0.743892,0.756776044546999,0.328710072,0.41847,1.32623138680278,18.5360836184527
862.101140908816,0.743892,0.756428578323225,0.328710072,0.41847,1.32596857047645,18.5353677710174
862.134442460914,0.743892,0.756015830560361,0.328710072,0.41847,1.32566997541309,18.5345505797645
862.1735294625,0.743892,0.755508498516662,0.328710072,0.41847,1.32532011727414,18.5335883624204
862.218747259278,0.743892,0.754889027823676,0.328710072,0.41847,1.32491589646034,18.5324712950042
862.27115633096,0.743892,0.754122931178811,0.328710072,0.41847,1.32444764224584,18.5311717390895
862.325086003166,0.743892,0.753276163642987,0.328710072,0.41847,1.32396562401813,18.5298296377321
862.376879592486,0.743892,0.752406054320785,0.328710072,0.41847,1.3235021520997,18.528536621373
862.428211005329,0.743892,0.751492337289783,0.328710072,0.41847,1.32304200304711,18.5272516804891
862.47930815738,0.743892,0.750540300754196,0.328710072,0.41847,1.32258293796617,18.5259695903829
